chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	Kids_First_Biospecimen_ID	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_high_conf	call_low_conf
18	NA	NA	0	0	0	0	0	0	58	NA	NA	0.316388535933277	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_G61CN2V0	NA	0.454843601924185	NA	0	0
19	14774901	54839444	3	1	1	0	0	5	58	2	0.283886130759827	NA	NA	2.1094237467878e-15	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	NA	4.54156411459811e-15	0	0
20	NA	NA	0	0	0	0	0	0	58	NA	NA	0.262561597732324	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	NA	0.406188246126626	NA	0	0
21	NA	NA	0	0	0	0	0	0	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	58	NA	NA	0.154003856118153	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_G61CN2V0	NA	0.291666698522305	NA	0	0
X	15266867	15267580	0	1	0	0	0	1	58	NA	0.391625176271089	0.155207025311021	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.293198989831261	NA	0	0
1	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
2	178436395	178443163	1	0	0	0	0	1	29	1	0.391625176271089	0.00302506224446132	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_RZNNEX1Y	0.522568139124258	0.0202142009793443	NA	0	0
3	90649512	90788773	0	0	1	0	0	1	29	2	0.391625176271089	0.0579328589069727	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_RZNNEX1Y	0.522568139124258	0.160169668641265	NA	0	0
4	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
5	682312	774803	0	1	0	0	0	1	29	1	0.391625176271089	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_RZNNEX1Y	0.522568139124258	NA	NA	0	0
6	7441858	61158390	1	0	1	0	0	2	29	7	0.572406704470879	NA	NA	NA	5	5	5	5	5	0	0	0	0	NA		 	BS_RZNNEX1Y	0.619631498714411	NA	NA	0	0
7	138853470	154073831	0	1	1	0	2	4	29	5	1	0.0295615537195091	NA	0	1	3	13	9	13	0	0	0	0	NA		 	BS_RZNNEX1Y	1	0.105434473433284	0	0	0
8	NA	NA	0	0	0	0	0	0	29	NA	NA	0.492915102970037	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	0.592826607207467	NA	0	0
9	NA	NA	0	0	0	0	0	0	29	NA	NA	0.404972829417888	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	0.52416619546102	NA	0	0
10	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
11	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
12	49878931	132157619	1	1	0	1	2	5	29	1	0.531948371210487	0.00219493128448362	NA	1.59996997863843e-05	NA	NA	NA	NA	NA	5	5	2	6	0.572406704470879	2	2:178436395-178443163;	BS_RZNNEX1Y	0.619631498714411	0.0158617280324292	2.11296133053814e-05	0	0
13	27934468	27935118	0	1	0	0	0	1	29	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_RZNNEX1Y	0.522568139124258	NA	NA	0	0
14	106018367	106538072	1	1	0	0	0	2	29	1	0.572406704470879	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_RZNNEX1Y	0.619631498714411	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	29	NA	NA	0.306264519634365	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	0.44515074822169	NA	0	0
16	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	29	NA	NA	0.0460607930884485	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	0.140490674894447	NA	0	0
19	54278390	54632943	0	0	1	0	0	1	29	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_RZNNEX1Y	0.522568139124258	NA	NA	0	0
20	29054301	29523425	0	0	1	1	0	2	29	2	0.572406704470879	5.14114059526491e-06	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_RZNNEX1Y	0.619631498714411	9.61393291314538e-05	NA	0	0
21	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	29	NA	NA	0.0100823145447416	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	0.0498578247727154	NA	0	0
X	NA	NA	0	0	0	0	0	0	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_RZNNEX1Y	NA	NA	NA	0	0
1	32500856	47089695	1	0	1	0	0	2	19	1	0.572406704470879	NA	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_ACTR13BQ	0.619631498714411	NA	NA	0	0
2	218916087	218916519	1	0	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	NA	NA	0	0
3	5992542	47181526	2	0	0	0	1	3	19	1	0.299780588595712	0.0700882072292549	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	0.17576277261638	NA	0	0
4	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
5	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
6	NA	NA	0	0	0	0	0	0	19	NA	NA	0.266234778434819	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_ACTR13BQ	NA	0.408854546036036	NA	0	0
7	44669441	54749463	1	1	0	0	0	2	19	1	0.572406704470879	0.241289352638902	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_ACTR13BQ	0.619631498714411	0.386259987004591	NA	0	0
8	NA	NA	0	0	0	0	0	0	19	NA	NA	0.0233663125033563	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ACTR13BQ	NA	0.0918259063945345	NA	0	0
9	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
11	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
12	48314880	48317160	1	0	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	NA	NA	0	0
13	42478973	42479852	1	0	0	0	0	1	19	1	0.391625176271089	0.160736495207148	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	0.299931240289052	NA	0	0
14	23974000	24016307	0	1	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	19	NA	NA	0.00677804762161097	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_ACTR13BQ	NA	0.0367471761109194	NA	0	0
17	NA	NA	0	0	0	0	0	0	19	NA	NA	0.00693556357975461	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_ACTR13BQ	NA	0.0372357711571455	NA	0	0
18	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
19	2671932	22776520	2	0	0	0	0	2	19	2	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	NA	NA	0	0
20	46156524	46156786	1	0	0	0	0	1	19	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	19	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_ACTR13BQ	NA	NA	NA	0	0
X	154294280	154294587	1	0	0	0	0	1	19	NA	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_ACTR13BQ	0.522568139124258	NA	NA	0	0
1	34802116	56551319	1	1	0	0	0	2	151	1	0.572406704470879	0.721819104335629	3.99799715555815e-09	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_HC4T1EEP	0.619631498714411	0.786168911943105	NA	0	0
2	1679630	1679876	0	1	0	0	0	1	151	1	0.391625176271089	0.0132604699983808	0	NA	NA	NA	4	2	4	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.0615899934391741	NA	0	0
3	NA	NA	0	0	0	0	0	0	151	NA	NA	0.00393894346228855	0	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_HC4T1EEP	NA	0.0243777279959864	NA	0	0
4	1283008	168679542	0	3	0	0	5	8	151	6	0.261464129949111	1.34723836011894e-06	NA	0.0930811370439516	4	4	4	4	4	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	2.93471008373578e-05	0.0956657406971309	0	0
5	49825576	106901056	1	1	0	0	1	3	151	4	0.801251956901201	0.0627237727240356	NA	NA	2	2	6	6	6	0	0	0	0	NA		 	BS_HC4T1EEP	0.826754240948485	0.164064441028761	NA	0	0
6	32660318	32756458	1	0	0	0	0	1	151	2	0.391625176271089	0.0032916242559541	6.66133814775094e-16	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.0216268609897957	NA	0	0
7	32973758	101265782	0	0	1	1	5	7	151	11	0.277309056900112	4.47785220533783e-07	NA	NA	2	9	14	3	14	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	1.06098038120626e-05	NA	0	0
8	51982158	51982461	1	0	0	0	0	1	151	1	0.391625176271089	0.123891282615221	1.1545251088485e-08	NA	NA	NA	10	7	10	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.25463282722151	NA	0	0
9	39582463	42339284	1	0	0	0	0	1	151	5	0.391625176271089	0.000321723028461985	8.27776736045394e-11	NA	3	3	12	12	12	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.00346065788580126	NA	0	0
10	14568236	131486972	1	3	0	0	4	8	151	6	0.0718977724964651	4.45841995878345e-06	NA	1.24434983983512e-07	4	4	4	4	4	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	8.74066041919563e-05	1.88783451276502e-07	0	0
11	49630927	131256853	0	1	1	1	3	6	151	6	0.343030146138244	0.000100688005888903	NA	1.11022302462516e-16	4	4	5	5	5	11	5	5	18	0.0082169717389052	16	16:914397-34946663;	BS_HC4T1EEP	0.522568139124258	0.0013317330920344	3.31838784572696e-16	0	0
12	9566675	38326652	3	0	1	0	3	7	151	3	0.437805043460768	0.000102832736455204	NA	9.59668842170913e-08	NA	NA	3	2	2	0	0	0	0	NA		 	BS_HC4T1EEP	0.581855897638196	0.00134545953887299	1.46498599522362e-07	0	0
13	85730284	85730414	0	0	0	1	0	1	151	1	0.391625176271089	0.00129217849617987	8.20549184155084e-11	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.010677382475232	NA	0	0
14	23973876	24016450	1	0	0	0	0	1	151	1	0.391625176271089	0.157437753794728	0	NA	NA	NA	7	3	7	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.296231563061132	NA	0	0
15	NA	NA	0	0	0	0	0	0	151	NA	NA	0.00322623489835821	1.89957438667676e-09	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_HC4T1EEP	NA	0.0212662067188416	NA	0	0
16	914397	34946663	0	3	0	0	2	5	151	10	0.035110115675981	0.00071530464781189	NA	0.0256979974542783	8	8	10	10	10	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.00660537056952923	0.0270494698564316	0	0
17	21425141	41054756	0	2	0	0	1	3	151	3	0.299780588595712	0.0270628750942854	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.0999238295173267	NA	0	0
18	NA	NA	0	0	0	0	0	0	151	NA	NA	0.026592104172753	0.0149652150025318	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_HC4T1EEP	NA	0.0999238295173267	NA	0	0
19	54280936	54633346	0	1	0	1	0	2	151	1	0.572406704470879	0.00568131526933798	9.33019439941507e-06	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_HC4T1EEP	0.619631498714411	0.0322693397657959	NA	0	0
20	29720753	60314821	0	1	1	0	1	3	151	2	0.801251956901201	0.0215202565967607	NA	NA	NA	NA	2	1	2	0	0	0	0	NA		 	BS_HC4T1EEP	0.826754240948485	0.0863296102091178	NA	0	0
21	NA	NA	0	0	0	0	0	0	151	NA	NA	0.0442677497669944	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_HC4T1EEP	NA	0.140490674894447	NA	0	0
22	29414179	32139338	0	0	0	1	0	1	151	1	0.391625176271089	0.367550546290407	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_HC4T1EEP	0.522568139124258	0.495571479773699	NA	0	0
X	27289283	103430307	0	1	0	0	2	3	151	NA	0.299780588595712	0.0025453057110269	NA	NA	NA	NA	NA	NA	NA	2	1	2	3	0.801251956901201	7	7:32973758-101265782;	BS_HC4T1EEP	0.522568139124258	0.0178730161279792	NA	0	0
1	30096488	33013206	1	0	1	0	0	2	103	1	0.572406704470879	0.0033277093937383	2.22044604925031e-16	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_BMHYK93N	0.619631498714411	0.02180501761773	NA	0	0
2	24516934	241472377	1	2	1	1	10	15	103	13	0.412642649639339	1.74781972688479e-11	2.90896064014667e-07	0	11	11	11	11	11	0	0	0	0	NA		 	BS_BMHYK93N	0.550171832908105	7.30060095542427e-10	0	1	1
3	NA	NA	0	0	0	0	0	0	103	NA	NA	0.00368393581971174	4.71551686587190e-11	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	NA	0.0233098593902115	NA	0	0
4	4003827	9641020	0	0	0	1	0	1	103	3	0.391625176271089	0.812058308574801	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.873810972089828	NA	0	0
5	NA	NA	0	0	0	0	0	0	103	NA	NA	0.0431741471689518	1.61870516990348e-13	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_BMHYK93N	NA	0.137955246802999	NA	0	0
6	32518768	37754079	0	2	0	0	2	4	103	2	0.261464129949111	0.00360426828523482	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.0228414395239986	NA	0	0
7	52103413	52329570	1	0	0	0	0	1	103	1	0.391625176271089	1.63537511424472e-07	2.60902410786912e-14	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	4.34966838372968e-06	NA	0	0
8	141982669	141983109	1	0	0	0	0	1	103	1	0.391625176271089	0.177171956320436	0.0295984503372123	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.319544375148735	NA	0	0
9	NA	NA	0	0	0	0	0	0	103	NA	NA	0.0210789861331262	3.90148002793467e-09	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_BMHYK93N	NA	0.085242370397349	NA	0	0
10	447313	132392615	0	3	0	0	6	9	103	6	0.549668182603777	9.41394076654622e-09	0.445770950427968	0.130476459129676	4	4	4	4	4	0	0	0	0	NA		 	BS_BMHYK93N	0.619631498714411	2.96441580355879e-07	0.133036751912598	0	0
11	47638907	54396491	2	1	0	0	1	4	103	3	0.261464129949111	0.146538826115308	3.27349258810727e-12	1.11022302462516e-16	NA	NA	5	5	5	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.284079654135816	3.31838784572696e-16	0	0
12	10579248	62007679	0	1	1	0	1	3	103	2	0.299780588595712	0.0468500937510655	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.140490674894447	NA	0	0
13	NA	NA	0	0	0	0	0	0	103	NA	NA	0.737440807331966	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	NA	0.799036638716353	NA	0	0
14	61172784	61172904	0	1	0	0	0	1	103	1	0.391625176271089	0.00697561190169282	2.20560712560491e-06	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.0372357711571455	NA	0	0
15	NA	NA	0	0	0	0	0	0	103	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_BMHYK93N	NA	NA	NA	0	0
16	1033780	18528989	0	1	0	1	2	4	103	5	0.261464129949111	0.00071530464781189	NA	NA	3	3	10	10	10	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.00660537056952923	NA	0	0
17	33356962	39850652	0	1	1	0	0	2	103	2	0.572406704470879	0.444333562490547	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_BMHYK93N	0.619631498714411	0.555702690819282	NA	0	0
18	NA	NA	0	0	0	0	0	0	103	NA	NA	0.123237310965587	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_BMHYK93N	NA	0.253545957140607	NA	0	0
19	15675201	52538130	0	2	0	1	0	3	103	2	0.299780588595712	NA	NA	1.88828746635616e-05	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	NA	2.48400814707612e-05	0	0
20	64234769	64235220	1	0	0	0	0	1	103	1	0.391625176271089	0.067123465183691	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.171757704074303	NA	0	0
21	33985339	33985398	0	1	0	0	0	1	103	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	NA	NA	0	0
22	23675383	24602096	0	0	1	0	0	1	103	1	0.391625176271089	0.20643178832271	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.352313730281176	NA	0	0
X	1293619	1293922	0	1	0	0	0	1	103	NA	0.391625176271089	0.0264147463605285	2.04944209158953e-06	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_BMHYK93N	0.522568139124258	0.0999238295173267	NA	0	0
1	NA	NA	0	0	0	0	0	0	25	NA	NA	0.0526050427887972	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	0.15044547449725	NA	0	0
2	37894722	226656501	2	1	0	0	0	3	25	13	0.299780588595712	0.355102118683799	NA	4.72234723730702e-05	11	11	11	11	11	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	0.486116895188372	6.04156355833503e-05	0	0
3	858348	28630054	2	1	0	0	0	3	25	1	0.299780588595712	0.304641486098519	NA	0.0135443978100002	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	0.443622530672997	0.014470922452598	0	0
4	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
5	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
6	32645134	32749077	0	1	0	0	0	1	25	2	0.391625176271089	0.266234778434819	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	0.408854546036036	NA	0	0
7	123212744	142760854	2	1	0	0	0	3	25	3	0.299780588595712	NA	NA	0	NA	NA	15	9	15	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	NA	0	0	0
8	112957489	112957781	1	0	0	0	0	1	25	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
11	NA	NA	0	0	0	0	0	0	25	NA	NA	0.211951091163014	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	0.358464838525575	NA	0	0
12	31375651	31376018	1	0	0	0	0	1	25	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	NA	NA	0	0
13	19385279	24444548	0	0	0	1	0	1	25	1	0.391625176271089	0.160736495207148	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	0.299931240289052	NA	0	0
14	106508778	106760635	1	1	0	0	0	2	25	1	0.572406704470879	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E2RXQ3JW	0.619631498714411	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	25	NA	NA	0.131198157425884	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	0.263284398796701	NA	0	0
16	4201315	4201694	1	0	0	0	0	1	25	1	0.391625176271089	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	25	NA	NA	0.127021928531664	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	0.258229058588791	NA	0	0
19	18399839	18400210	1	0	0	0	0	1	25	1	0.391625176271089	0.0946426926242842	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	0.211079252999665	NA	0	0
20	5039212	5039477	1	0	0	0	0	1	25	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	NA	NA	0	0
21	39309476	39889645	0	0	1	0	0	1	25	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	0.522568139124258	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_E2RXQ3JW	NA	NA	NA	0	0
1	150470795	246080346	0	3	0	0	0	3	82	4	0.0292908865348883	0.210347359046163	NA	0	1	2	15	12	15	0	0	0	0	NA		 	BS_XNTQBZAJ	0.506002598703909	0.357790672992738	0	0	0
2	53331048	135117886	1	1	0	0	2	4	82	13	1	0.0104596590694192	8.80555581944664e-05	4.2632564145606e-14	11	11	11	11	11	0	0	0	0	NA		 	BS_XNTQBZAJ	1	0.0511618333958913	8.77328166956797e-14	0	0
3	77289875	197034952	1	2	0	0	3	6	82	2	0.572406704470879	0.000344298280864557	NA	4.44089209850063e-16	NA	NA	NA	NA	NA	13	2	4	24	3.35720749410895e-06	2	2:53331048-135117886;	BS_XNTQBZAJ	0.619631498714411	0.00366457583529657	1.04341656088249e-15	0	0
4	97298197	97299035	0	0	1	1	0	2	82	1	0.572406704470879	0.0349299940680904	0.00987818491153192	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_XNTQBZAJ	0.619631498714411	0.118556856422727	NA	0	0
5	122343937	122662180	0	2	0	0	0	2	82	3	0.111610225094713	1	NA	NA	NA	NA	8	4	8	0	0	0	0	NA		 	BS_XNTQBZAJ	0.522568139124258	1	NA	0	0
6	32312683	170170427	2	0	0	0	1	3	82	6	0.299780588595712	0.0600355585068951	NA	NA	4	4	5	5	5	0	0	0	0	NA		 	BS_XNTQBZAJ	0.522568139124258	0.160946672618286	NA	0	0
7	55167217	55167608	0	1	0	0	0	1	82	1	0.391625176271089	0.0466301738785672	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_XNTQBZAJ	0.522568139124258	0.140490674894447	NA	0	0
8	141554737	144022553	1	2	0	0	0	3	82	1	0.299780588595712	0.117395848629083	NA	0	NA	NA	4	4	4	0	0	0	0	NA		 	BS_XNTQBZAJ	0.522568139124258	0.245517298707244	0	0	0
9	136632338	136632788	0	1	0	0	0	1	82	1	0.391625176271089	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_XNTQBZAJ	0.522568139124258	NA	NA	0	0
